User,CARD INDEX,Card Brand,Card Type,Card Number,Expires,CVV,Has Chip,Cards Issued,Credit Limit,Acct Open Date,Year PIN last Changed,Card on Dark Web
1190,1,Mastercard,Debit,5.35559E+15,Jan-22,850,YES,2,$24203,Feb-20,2020,No
1190,2,Mastercard,Debit (Prepaid),5.0586E+15,Jul-20,451,YES,2,$98,Jan-20,2020,No
1191,0,Mastercard,Debit,5.43283E+15,Nov-20,312,YES,2,$2727,Jun-09,2014,No
1191,1,Amex,Credit,3.1757E+14,Mar-23,740,YES,2,$6800,Sep-02,2002,No
1191,2,Visa,Debit,4.60266E+15,Mar-19,673,YES,1,$22516,May-16,2016,No
1191,3,Discover,Credit,6.39905E+15,Dec-21,413,YES,2,$11500,Dec-04,2009,No
1192,0,Visa,Debit,4.30288E+15,Dec-21,79,NO,2,$15214,Oct-09,2010,No
1192,1,Visa,Debit,4.41707E+15,Dec-24,403,YES,2,$23687,Jan-20,2020,No
1192,2,Visa,Debit,4.67202E+15,Nov-21,314,YES,1,$18048,Aug-06,2007,No
1193,0,Visa,Debit,4.61327E+15,Mar-20,131,YES,1,$25102,Nov-10,2014,No
1194,0,Visa,Debit,4.35388E+15,Jan-22,425,YES,2,$13773,May-08,2008,No
1194,1,Mastercard,Debit,5.19959E+15,May-21,864,YES,1,$12892,Aug-11,2011,No
1195,0,Amex,Credit,3.59231E+14,May-19,198,YES,2,$6600,Nov-12,2012,No
1195,1,Visa,Debit,4.66136E+15,Apr-24,259,YES,2,$25650,May-16,2016,No
1195,2,Mastercard,Debit,5.99551E+15,Jun-20,873,YES,2,$37192,Sep-09,2010,No
1196,0,Mastercard,Debit,5.24394E+15,Apr-21,608,YES,1,$5779,Sep-06,2014,No
1196,1,Visa,Debit,4.03637E+15,Aug-23,682,YES,1,$13325,May-01,2011,No
1196,2,Amex,Credit,3.44072E+14,Jan-23,346,YES,1,$4000,Nov-05,2009,No
1196,3,Amex,Credit,3.23445E+14,Feb-23,788,YES,1,$6900,May-00,2012,No
1197,0,Mastercard,Debit,5.97147E+15,Oct-23,760,YES,1,$35702,Sep-17,2017,No
1197,1,Amex,Credit,3.32244E+14,Aug-24,240,YES,1,$13200,Feb-20,2020,No
1197,2,Visa,Credit,4.19099E+15,Mar-20,326,YES,2,$21700,Nov-18,2018,No
1197,3,Visa,Credit,4.91954E+15,Aug-20,561,NO,1,$13700,Jan-20,2020,No
1198,0,Visa,Debit,4.35437E+15,Oct-20,188,YES,1,$24389,Jan-20,2020,No
1198,1,Mastercard,Debit (Prepaid),5.87466E+15,Feb-20,293,YES,2,$74,Mar-19,2019,No
1198,2,Amex,Credit,3.07297E+14,Dec-20,918,YES,1,$12100,Jan-06,2011,No
1199,0,Mastercard,Debit,5.85081E+15,Nov-22,655,YES,1,$16640,Oct-08,2009,No
1199,1,Mastercard,Debit,5.31102E+15,Sep-13,133,YES,1,$14889,Jun-10,2011,No
1199,2,Visa,Debit,4.94435E+15,Jun-21,741,YES,1,$19080,Jul-07,2010,No
1200,0,Visa,Credit,4.58999E+15,Oct-23,678,NO,2,$7600,May-15,2015,No
1201,0,Mastercard,Debit,5.62576E+15,Mar-23,881,YES,2,$14525,Nov-97,2014,No
1201,1,Visa,Debit,4.04505E+15,Feb-20,604,YES,1,$15636,Feb-05,2014,No
1201,2,Mastercard,Debit,5.75138E+15,Aug-23,244,YES,2,$13296,Oct-08,2016,No
1201,3,Visa,Credit,4.30723E+15,Mar-23,672,NO,2,$10100,Sep-03,2011,No
1201,4,Visa,Debit,4.63266E+15,Sep-24,732,NO,1,$36412,Apr-01,2007,No
1202,0,Visa,Debit,4.32825E+15,Nov-23,853,YES,1,$4589,Sep-04,2012,No
1202,1,Mastercard,Debit,5.67027E+15,Feb-20,875,YES,1,$17474,Jun-05,2015,No
1203,0,Amex,Credit,3.75948E+14,May-24,928,YES,1,$12000,Jan-20,2020,No
1203,1,Amex,Credit,3.54491E+14,Feb-20,772,YES,1,$16900,Feb-20,2020,No
1203,2,Mastercard,Debit,5.29525E+15,Jul-23,117,YES,1,$26277,Feb-10,2010,No
1203,3,Mastercard,Debit,5.71634E+15,Feb-20,231,YES,1,$26317,Apr-14,2014,No
1204,0,Visa,Credit,4.56899E+15,Jan-22,624,YES,2,$13600,Jul-17,2017,No
1205,0,Mastercard,Debit,5.7293E+15,Aug-24,288,NO,2,$21540,Feb-20,2020,No
1206,0,Mastercard,Debit,5.39535E+15,Mar-20,34,YES,1,$37468,Feb-14,2014,No
1206,1,Visa,Debit,4.6862E+15,Apr-21,292,NO,1,$27864,Oct-09,2012,No
1206,2,Visa,Debit (Prepaid),4.55326E+15,Feb-20,55,NO,1,$65,Jun-18,2018,No
1206,3,Visa,Debit,4.59724E+15,Mar-20,389,YES,1,$31842,Jul-16,2016,No
1206,4,Visa,Credit,4.20625E+15,Mar-20,545,YES,2,$14900,Jun-02,2011,No
1206,5,Visa,Credit,4.90757E+15,Aug-24,170,YES,2,$12400,May-18,2018,No
1207,0,Mastercard,Debit,5.84768E+15,Dec-20,383,YES,2,$14094,Oct-11,2018,No
1207,1,Mastercard,Debit,5.0259E+15,Jan-21,367,YES,1,$8962,Sep-99,2011,No
1208,0,Mastercard,Debit,5.74689E+15,Feb-18,646,YES,1,$15510,Mar-11,2011,No
1208,1,Mastercard,Debit,5.46315E+15,Jun-24,13,YES,1,$20311,May-10,2012,No
1208,2,Visa,Debit,4.65547E+15,Sep-23,303,YES,1,$13492,Jul-10,2010,No
1209,0,Mastercard,Debit,5.55708E+15,Feb-22,77,YES,2,$10015,Feb-20,2020,No
1210,0,Mastercard,Debit (Prepaid),5.84276E+15,Dec-23,478,YES,1,$77,Aug-08,2009,No
1210,1,Amex,Credit,3.16712E+14,May-22,946,YES,1,$8200,Feb-06,2016,No
1210,2,Mastercard,Debit (Prepaid),5.09513E+15,Oct-19,88,YES,2,$50,Jul-08,2008,No
1210,3,Mastercard,Debit,5.5012E+15,Sep-10,847,YES,1,$297,Sep-09,2009,No
1211,0,Mastercard,Credit,5.54269E+15,Dec-22,439,YES,1,$9300,Nov-07,2014,No
1211,1,Mastercard,Debit,5.85973E+15,Jun-23,348,YES,2,$24425,Mar-04,2006,No
1211,2,Visa,Credit,4.56584E+15,Sep-21,441,YES,2,$3900,Jan-10,2010,No
1211,3,Visa,Debit,4.95225E+15,Apr-20,398,YES,1,$21098,Apr-06,2009,No
1211,4,Visa,Credit,4.55031E+15,Jan-20,957,YES,1,$10800,Oct-11,2013,No
1211,5,Mastercard,Debit,5.70745E+15,Jun-24,39,YES,2,$6817,Jun-05,2016,No
1212,0,Visa,Credit,4.65118E+15,Feb-24,460,YES,1,$12600,Jan-04,2011,No
1212,1,Mastercard,Debit (Prepaid),5.89678E+15,Nov-10,903,NO,1,$42,Nov-01,2004,No
1212,2,Mastercard,Credit,5.88888E+15,Dec-09,88,YES,2,$6400,Dec-06,2009,No
1212,3,Visa,Credit,4.61839E+15,Jul-20,775,YES,1,$9800,Sep-10,2011,No
1212,4,Visa,Debit,4.08126E+15,Jul-23,64,YES,1,$4750,Mar-03,2011,No
1212,5,Visa,Debit,4.32138E+15,Aug-21,682,NO,2,$6532,Oct-09,2009,No
1213,0,Mastercard,Debit,5.44627E+15,Nov-22,233,YES,1,$1044,Mar-16,2016,No
1213,1,Mastercard,Debit,5.52121E+15,Sep-18,672,YES,1,$746,Mar-11,2011,No
1213,2,Mastercard,Debit (Prepaid),5.09854E+15,Feb-20,816,YES,1,$61,Feb-20,2020,No
1214,0,Mastercard,Debit (Prepaid),5.79103E+15,Oct-08,655,YES,2,$58,Nov-07,2015,No
1215,0,Visa,Debit,4.34011E+15,May-22,710,YES,1,$18771,Sep-04,2009,No
1215,1,Visa,Debit,4.89235E+15,Jan-23,219,YES,1,$17108,Oct-07,2007,No
1215,2,Visa,Debit,4.20271E+15,Oct-23,579,YES,1,$12446,Feb-20,2020,No
1215,3,Visa,Credit,4.30076E+15,Jan-21,406,YES,1,$8200,Jul-06,2013,No
1215,4,Mastercard,Debit,5.16684E+15,May-22,983,YES,2,$7081,Apr-08,2010,No
1216,0,Mastercard,Debit,5.60117E+15,Feb-24,29,YES,1,$23009,Feb-15,2015,No
1216,1,Visa,Debit,4.65738E+15,Nov-17,578,YES,2,$17973,Dec-13,2013,No
1216,2,Mastercard,Debit,5.84369E+15,Oct-23,880,YES,1,$12254,Aug-15,2015,No
1216,3,Mastercard,Debit,5.92823E+15,Aug-22,212,YES,1,$20799,Sep-10,2010,No
1217,0,Mastercard,Debit,5.80917E+15,Mar-21,282,YES,2,$27320,Apr-04,2008,No
1218,0,Visa,Debit,4.37257E+15,Sep-23,83,YES,2,$34818,Sep-12,2012,No
1218,1,Visa,Debit,4.78958E+15,Oct-20,216,YES,2,$38837,Mar-16,2016,No
1218,2,Mastercard,Credit,5.42716E+15,Mar-24,304,YES,2,$23500,Aug-09,2020,No
1219,0,Mastercard,Debit,5.689E+15,Jun-20,292,YES,1,$13014,Feb-14,2014,No
1219,1,Amex,Credit,3.14196E+14,May-23,296,YES,2,$5500,Oct-06,2017,No
1219,2,Visa,Debit,4.63594E+15,Mar-20,691,YES,2,$5949,Sep-08,2008,No
1220,0,Visa,Credit,4.37993E+15,Nov-23,210,YES,2,$10700,Sep-08,2010,No
1220,1,Mastercard,Debit,5.21569E+15,Apr-22,134,YES,1,$12451,Jul-07,2008,No
1220,2,Visa,Credit,4.75138E+15,Apr-24,254,YES,2,$6700,Feb-20,2020,No
1220,3,Mastercard,Debit,5.25257E+15,Apr-18,920,YES,1,$19086,Aug-09,2011,No
1220,4,Visa,Credit,4.11664E+15,May-21,923,YES,2,$9700,Apr-10,2016,No
1221,0,Mastercard,Credit,5.97402E+15,Sep-08,886,YES,2,$17200,Dec-07,2010,No
1221,1,Mastercard,Debit,5.77038E+15,Jun-15,832,YES,2,$29486,Sep-08,2008,No
1221,2,Mastercard,Credit,5.58707E+15,Apr-23,335,YES,2,$9700,Feb-10,2011,No
1221,3,Mastercard,Debit,5.7684E+15,Jul-22,221,YES,2,$20111,Sep-13,2013,No
1221,4,Visa,Credit,4.32044E+15,Oct-21,613,YES,1,$13200,Apr-07,2014,No
1222,0,Visa,Debit,4.40015E+15,Jul-20,57,YES,1,$29728,Aug-19,2019,No
1222,1,Mastercard,Credit,5.5168E+15,Oct-24,160,NO,1,$7900,Dec-04,2012,No
1222,2,Visa,Debit,4.67328E+15,Jul-23,339,YES,2,$12106,Feb-09,2009,No
1222,3,Visa,Debit,4.68077E+15,Jan-13,913,YES,1,$7452,Jan-10,2018,No
1223,0,Mastercard,Debit,5.45937E+15,Jul-21,582,YES,1,$28281,Feb-20,2020,No
1223,1,Visa,Credit,4.21757E+15,Nov-13,636,YES,2,$11400,May-02,2014,No
1223,2,Mastercard,Debit,5.51465E+15,Aug-24,70,YES,1,$28790,Mar-01,2009,No
1224,0,Visa,Credit,4.91456E+15,Mar-10,700,YES,1,$15700,Mar-97,2013,No
1224,1,Mastercard,Debit,5.43686E+15,Sep-23,303,YES,1,$34075,Nov-05,2008,No
1224,2,Visa,Credit,4.98698E+15,Apr-12,992,YES,2,$18600,Sep-07,2008,No
1225,0,Amex,Credit,3.15776E+14,May-24,574,YES,2,$9700,Feb-14,2014,No
1225,1,Visa,Debit,4.5787E+15,Sep-22,433,YES,2,$13352,Nov-05,2012,No
1225,2,Visa,Debit,4.16808E+15,Mar-24,528,YES,1,$28179,Dec-15,2015,No
1226,0,Mastercard,Debit,5.40744E+15,Jan-24,334,YES,1,$19132,Dec-07,2014,No
1227,0,Visa,Debit,4.94814E+15,Oct-19,49,YES,1,$31535,Jul-17,2017,No
1227,1,Mastercard,Debit,5.62999E+15,Jan-18,537,YES,1,$51951,Feb-17,2017,No
1227,2,Visa,Credit,4.32392E+15,Sep-20,171,YES,1,$23400,Nov-07,2008,No
1227,3,Mastercard,Debit,5.00227E+15,Aug-20,143,YES,2,$4130,Dec-04,2015,No
1227,4,Mastercard,Credit,5.4584E+15,Oct-11,347,YES,1,$11500,Jul-06,2010,No
1228,0,Visa,Credit,4.64273E+15,Sep-20,661,YES,2,$22100,Sep-18,2018,No
1228,1,Mastercard,Debit,5.51176E+15,Nov-10,644,YES,1,$34722,Nov-04,2010,No
1228,2,Visa,Debit,4.69529E+15,Dec-11,601,YES,1,$21885,Jun-11,2011,No
1228,3,Mastercard,Debit,5.50558E+15,Jul-20,828,YES,2,$39870,Dec-02,2003,No
1229,0,Visa,Credit,4.46455E+15,Jul-21,2,YES,2,$5900,Nov-17,2017,No
1230,0,Mastercard,Debit (Prepaid),5.64068E+15,Mar-23,57,YES,2,$70,Jun-09,2009,No
1231,0,Mastercard,Debit,5.86396E+15,Mar-23,881,YES,2,$66930,Mar-12,2012,No
1231,1,Mastercard,Debit,5.79552E+15,May-20,134,YES,2,$72274,Jan-18,2018,No
1231,2,Mastercard,Debit,5.04314E+15,Sep-20,288,YES,2,$130971,May-02,2010,No
1231,3,Visa,Debit,4.31397E+15,Nov-24,601,YES,1,$52717,Feb-20,2020,No
1231,4,Visa,Credit,4.58242E+15,Dec-21,935,NO,1,$25500,Jun-10,2012,No
1231,5,Visa,Debit,4.0815E+15,Oct-17,60,YES,2,$42541,Nov-08,2012,No
1232,0,Mastercard,Debit,5.68322E+15,Apr-22,563,NO,1,$5456,Feb-20,2020,No
1232,1,Visa,Debit,4.18375E+15,Apr-14,371,NO,1,$12606,Nov-13,2013,No
1233,0,Mastercard,Debit,5.76192E+15,Aug-20,174,YES,2,$20174,Jul-11,2011,No
1234,0,Mastercard,Debit,5.40667E+15,Jan-23,826,YES,1,$20090,Dec-10,2011,No
1234,1,Visa,Debit,4.84035E+15,Mar-21,40,YES,1,$11906,Feb-06,2009,No
1234,2,Mastercard,Debit,5.96772E+15,Jan-22,556,YES,1,$27888,Jun-17,2017,No
1234,3,Mastercard,Debit,5.37102E+15,Apr-24,192,YES,1,$24132,Dec-98,2008,No
1235,0,Mastercard,Debit,5.10933E+15,Dec-23,947,YES,2,$13461,Jun-06,2010,No
1236,0,Amex,Credit,3.02982E+14,Aug-09,303,NO,1,$9900,Nov-07,2009,No
1236,1,Mastercard,Debit,5.67502E+15,Nov-09,920,YES,2,$4252,Apr-94,2019,No
1236,2,Visa,Credit,4.29941E+15,Dec-20,725,YES,2,$9800,May-09,2011,No
1236,3,Mastercard,Debit,5.60519E+15,Jul-19,357,YES,2,$16732,Jul-19,2019,No
1236,4,Visa,Debit,4.56489E+15,Jan-23,17,YES,1,$13609,Feb-20,2020,No
1236,5,Mastercard,Debit,5.56561E+15,May-13,576,YES,2,$17804,Dec-09,2009,No
1237,0,Visa,Credit,4.34837E+15,May-23,727,YES,2,$6200,Jul-09,2010,No
1237,1,Visa,Debit,4.65121E+15,Apr-23,125,YES,1,$30891,Jan-04,2011,No
1237,2,Mastercard,Debit,5.34856E+15,Jan-24,732,YES,1,$31873,Apr-17,2017,No
1237,3,Amex,Credit,3.25343E+14,Jul-24,179,YES,2,$15600,May-10,2019,No
1238,0,Mastercard,Debit (Prepaid),5.00844E+15,Dec-22,26,YES,1,$110,Jul-09,2012,No
1238,1,Visa,Debit,4.42229E+15,May-24,81,YES,2,$17405,Mar-03,2003,No
1238,2,Visa,Debit (Prepaid),4.24962E+15,Dec-22,435,YES,2,$58,Jan-20,2020,No
1238,3,Mastercard,Credit,5.55692E+15,Oct-11,777,YES,1,$9200,Sep-07,2007,No
1239,0,Visa,Credit,4.09216E+15,Feb-20,223,YES,2,$11200,Feb-20,2020,No
1240,0,Mastercard,Debit,5.1319E+15,Dec-18,352,YES,1,$23206,Sep-18,2018,No
1240,1,Visa,Debit,4.77918E+15,Apr-20,0,YES,2,$35684,Aug-10,2012,No
1240,2,Mastercard,Debit (Prepaid),5.79292E+15,Nov-16,384,NO,1,$76,Nov-16,2016,No
1240,3,Visa,Debit,4.52954E+15,Jul-23,124,YES,2,$18270,Jan-05,2011,No
1241,0,Mastercard,Debit,5.14242E+15,Dec-20,69,YES,2,$6588,May-07,2011,No
1241,1,Amex,Credit,3.52314E+14,Mar-21,46,YES,2,$12200,Apr-11,2011,No
1241,2,Visa,Debit,4.63638E+15,Sep-22,747,YES,1,$23083,Feb-20,2020,No
1241,3,Mastercard,Debit,5.92379E+15,Feb-22,585,YES,1,$21497,Nov-09,2009,No
1242,0,Mastercard,Debit (Prepaid),5.82379E+15,Feb-21,850,YES,3,$29,Jun-06,2012,No
1242,1,Mastercard,Debit,5.30023E+15,Jul-22,711,YES,2,$20165,Oct-10,2012,No
1242,2,Discover,Credit,6.23735E+15,May-22,959,YES,2,$16300,Nov-09,2011,No
1242,3,Discover,Credit,6.375E+15,Mar-20,743,YES,1,$11100,Nov-09,2010,No
1242,4,Visa,Credit,4.78095E+15,Aug-23,540,YES,2,$7700,Mar-14,2014,No
1243,0,Mastercard,Credit,5.15007E+15,Jan-23,263,YES,2,$6000,Jul-04,2010,No
1244,0,Mastercard,Debit,5.56435E+15,Apr-23,547,YES,1,$2049,Feb-20,2020,No
1244,1,Amex,Credit,3.26339E+14,Dec-22,719,NO,1,$7600,Feb-20,2020,No
1244,2,Mastercard,Debit,5.17212E+15,Jan-24,934,YES,1,$14670,Jan-20,2020,No
1245,0,Mastercard,Credit,5.12473E+15,Jan-17,871,YES,2,$11600,Aug-14,2014,No
1245,1,Visa,Debit,4.06645E+15,Apr-16,9,YES,1,$14960,Apr-15,2015,No
1245,2,Mastercard,Credit,5.53455E+15,Sep-21,779,YES,2,$9600,Apr-06,2015,No
1245,3,Mastercard,Debit,5.31653E+15,Oct-20,61,YES,2,$17367,Dec-07,2007,No
1246,0,Mastercard,Debit,5.80991E+15,Apr-13,820,YES,1,$21358,Jun-06,2010,No
1246,1,Visa,Credit,4.35483E+15,Sep-22,729,YES,1,$16900,Jul-07,2010,No
1246,2,Mastercard,Credit,5.97426E+15,Sep-22,587,YES,2,$8500,Jul-04,2009,No
1246,3,Visa,Debit,4.79378E+15,Apr-13,996,YES,1,$28431,Sep-08,2008,No
1247,0,Mastercard,Debit,5.57188E+15,Jul-20,838,YES,2,$77,Feb-08,2016,No
1247,1,Mastercard,Debit,5.82829E+15,Aug-24,192,YES,1,$17360,Jan-07,2010,No
1247,2,Mastercard,Debit,5.48067E+15,Sep-21,129,YES,2,$4055,Oct-09,2017,No
1248,0,Mastercard,Debit,5.05244E+15,Sep-23,144,YES,2,$14216,Feb-03,2010,No
1248,1,Visa,Debit,4.00966E+15,Dec-23,357,NO,2,$19037,Apr-03,2011,No
1248,2,Mastercard,Debit,5.19533E+15,Jan-20,148,YES,1,$16028,Aug-07,2011,No
1248,3,Discover,Credit,6.10649E+15,Aug-10,762,YES,1,$14200,Apr-05,2011,No
1249,0,Visa,Debit,4.58782E+15,Jul-23,49,YES,1,$12640,Sep-06,2009,No
1249,1,Mastercard,Debit,5.54746E+15,Feb-20,116,YES,2,$16868,Mar-10,2010,No
1249,2,Mastercard,Debit,5.74059E+15,Nov-22,40,YES,1,$11121,Feb-13,2013,No
1249,3,Visa,Credit,4.37457E+15,Oct-20,674,YES,1,$10000,Oct-09,2010,No
1250,0,Visa,Debit (Prepaid),4.35601E+15,Jul-20,139,YES,2,$56,Apr-01,2011,No
1250,1,Visa,Debit,4.43965E+15,Jan-21,327,YES,2,$27376,Mar-12,2012,No
1250,2,Mastercard,Debit,5.14069E+15,Jul-19,960,YES,2,$32676,Dec-12,2012,No
1250,3,Visa,Debit,4.09659E+15,Apr-21,856,NO,1,$25658,Jul-09,2009,No
1250,4,Visa,Credit,4.7963E+15,May-18,852,NO,2,$22800,Aug-08,2011,No
1251,0,Mastercard,Credit,5.61092E+15,Jun-23,951,YES,2,$10700,Feb-20,2020,No
1251,1,Visa,Credit,4.73377E+15,Feb-21,556,YES,2,$5100,Apr-15,2015,No
1251,2,Visa,Credit,4.52044E+15,Jan-22,108,NO,1,$7200,Feb-20,2020,No
1252,0,Visa,Debit,4.09874E+15,Mar-20,894,YES,1,$16740,Dec-09,2011,No
1252,1,Visa,Debit,4.71176E+15,Feb-20,378,YES,1,$13841,Jan-20,2020,No
1252,2,Visa,Debit,4.96992E+15,Dec-22,881,YES,1,$15638,Sep-12,2012,No
1252,3,Amex,Credit,3.32512E+14,May-22,728,YES,1,$11400,Jun-07,2007,No
1253,0,Mastercard,Debit,5.51178E+15,Sep-22,876,YES,1,$12501,Feb-14,2014,No
1253,1,Mastercard,Debit (Prepaid),5.87287E+15,Jan-23,582,YES,1,$71,Aug-14,2014,No
1253,2,Mastercard,Debit,5.79417E+15,Jan-11,465,YES,2,$11164,Jun-09,2010,No
1254,0,Visa,Debit,4.04891E+15,Sep-21,463,YES,2,$8365,Aug-09,2009,No
1254,1,Visa,Debit,4.11048E+15,Dec-21,951,YES,2,$17104,May-09,2010,No
1254,2,Amex,Credit,3.38367E+14,Dec-13,279,YES,1,$2100,Feb-07,2009,No
1254,3,Mastercard,Debit,5.68383E+15,Apr-06,884,YES,1,$13634,Jan-05,2011,No
1254,4,Mastercard,Debit (Prepaid),5.8031E+15,Sep-20,930,YES,1,$63,Apr-15,2015,No
1254,5,Mastercard,Debit,5.86833E+15,Jan-23,32,YES,2,$18721,Jun-05,2009,No
1255,0,Amex,Credit,3.50866E+14,Sep-23,265,YES,2,$3400,Jun-04,2008,No
1256,0,Mastercard,Debit,5.72962E+15,Nov-21,320,NO,1,$6824,Feb-20,2020,No
1257,0,Visa,Credit,4.62021E+15,Oct-22,406,YES,1,$20700,Feb-20,2020,No
1258,0,Visa,Credit,4.68329E+15,May-18,517,NO,1,$6200,May-05,2013,No
1258,1,Visa,Debit (Prepaid),4.76666E+15,Apr-21,545,YES,2,$31,Feb-00,2014,No
1258,2,Visa,Credit,4.27471E+15,Aug-21,743,YES,1,$1000,Nov-03,2009,No
1258,3,Visa,Debit (Prepaid),4.22616E+15,Oct-23,756,YES,2,$77,May-04,2007,No
1259,0,Mastercard,Debit (Prepaid),5.11956E+15,Jun-23,883,YES,2,$31,Jan-20,2020,No
1259,1,Visa,Debit,4.91345E+15,Jun-20,688,YES,1,$318,Jan-20,2020,No
1260,0,Visa,Debit,4.94657E+15,Apr-23,686,NO,1,$20709,Feb-20,2020,No
1260,1,Mastercard,Debit,5.33208E+15,Oct-22,561,YES,2,$20230,Apr-07,2010,No
1260,2,Mastercard,Debit,5.29924E+15,Oct-23,876,YES,2,$14749,Apr-12,2012,No
1261,0,Mastercard,Debit,5.85507E+15,Sep-22,238,YES,3,$9171,Feb-99,2005,No
1261,1,Amex,Credit,3.25451E+14,May-18,496,YES,2,$17400,Dec-13,2013,No
1262,0,Mastercard,Debit,5.82139E+15,Oct-23,652,NO,2,$14475,Jun-07,2009,No
1263,0,Mastercard,Debit,5.2304E+15,Dec-20,954,YES,2,$15967,Feb-07,2009,No
1263,1,Visa,Debit,4.90155E+15,Aug-24,325,YES,1,$12250,Mar-19,2019,No
1263,2,Visa,Debit (Prepaid),4.84186E+15,Apr-24,875,YES,2,$63,Nov-09,2009,No
1263,3,Mastercard,Debit (Prepaid),5.93801E+15,Aug-23,234,YES,2,$66,Apr-07,2010,No
1263,4,Visa,Credit,4.71939E+15,Sep-22,503,YES,1,$8500,May-08,2014,No
1264,0,Mastercard,Debit (Prepaid),5.78414E+15,Jan-24,653,NO,1,$65,Jul-12,2012,No
1264,1,Discover,Credit,6.83923E+15,Feb-20,968,YES,2,$16100,Feb-20,2020,No
1264,2,Mastercard,Debit,5.83707E+15,Dec-20,507,YES,1,$3313,Jan-20,2020,No
1265,0,Visa,Credit,4.94578E+15,Jan-20,709,YES,1,$10400,Jan-20,2020,No
1265,1,Mastercard,Debit,5.84887E+15,Jun-21,553,NO,2,$2117,Feb-20,2020,No
1265,2,Visa,Debit,4.80897E+15,Feb-20,997,YES,1,$11265,Jan-20,2020,No
1265,3,Mastercard,Debit,5.71819E+15,Feb-21,385,YES,3,$5618,Jan-20,2020,No
1266,0,Amex,Credit,3.76535E+14,Jun-22,382,YES,2,$20800,Oct-10,2013,No
1266,1,Amex,Credit,3.3538E+14,Nov-20,42,YES,3,$11700,Feb-20,2020,No
1266,2,Visa,Debit,4.57312E+15,Jun-22,178,YES,1,$33028,Jan-20,2020,No
1266,3,Visa,Debit,4.70389E+15,Apr-24,233,YES,1,$19830,Dec-13,2013,No
1266,4,Mastercard,Debit,5.66375E+15,Feb-19,176,YES,1,$22482,Jul-15,2015,No
1266,5,Visa,Credit,4.0189E+15,Aug-23,755,YES,1,$22400,Oct-02,2010,No
1266,6,Visa,Debit (Prepaid),4.85029E+15,Oct-24,123,YES,1,$62,May-10,2012,No
1267,0,Mastercard,Debit,5.50611E+15,Jan-08,72,YES,2,$27723,Jul-07,2010,No
1267,1,Mastercard,Credit,5.54283E+15,Mar-23,210,NO,1,$31800,Aug-08,2012,No
1267,2,Mastercard,Debit,5.38368E+15,Mar-18,931,YES,1,$16028,Feb-09,2009,No
1267,3,Mastercard,Debit,5.08576E+15,Jan-21,35,YES,2,$25411,Jul-02,2013,No
1268,0,Visa,Debit,4.93972E+15,Oct-23,395,NO,1,$11912,Jan-14,2014,No
1268,1,Mastercard,Debit,5.17454E+15,Dec-24,473,YES,2,$13064,Sep-17,2017,No
1268,2,Mastercard,Debit,5.69399E+15,Oct-16,390,YES,2,$8912,Oct-15,2015,No
1269,0,Mastercard,Debit,5.60958E+15,Jan-20,292,YES,2,$15962,Feb-08,2013,No
1270,0,Visa,Credit,4.04825E+15,Nov-20,440,YES,1,$18200,Feb-05,2014,No
1270,1,Mastercard,Debit,5.11984E+15,Aug-16,162,YES,2,$3450,Jul-06,2014,No
1270,2,Visa,Debit,4.69865E+15,May-21,88,YES,1,$3450,Sep-08,2016,No
1270,3,Mastercard,Debit,5.63114E+15,Nov-23,370,YES,1,$39598,Dec-99,2006,No
1271,0,Mastercard,Debit,5.04143E+15,Jan-22,748,YES,1,$36502,Feb-16,2016,No
1271,1,Visa,Credit,4.75792E+15,Oct-23,921,YES,1,$14900,May-06,2014,No
1271,2,Mastercard,Credit,5.87167E+15,Sep-20,698,YES,1,$11800,Oct-12,2012,No
1271,3,Amex,Credit,3.33081E+14,Jun-24,480,YES,1,$14000,Feb-10,2012,No
1271,4,Visa,Credit,4.8974E+15,May-22,951,YES,2,$16000,Aug-08,2009,No
1272,0,Mastercard,Debit,5.07516E+15,Oct-22,30,YES,2,$32557,Mar-08,2008,No
1272,1,Mastercard,Debit,5.47144E+15,Feb-21,537,NO,1,$21820,Dec-11,2011,No
1272,2,Mastercard,Debit,5.72806E+15,Jun-24,992,YES,2,$14448,Sep-05,2011,No
1273,0,Mastercard,Debit,5.11299E+15,Aug-22,62,YES,2,$19038,Oct-08,2010,No
1273,1,Mastercard,Debit,5.42297E+15,Mar-12,803,YES,1,$23632,Jun-07,2009,No
1274,0,Mastercard,Debit,5.11591E+15,Dec-22,219,YES,2,$18627,Jun-04,2010,No
1275,0,Mastercard,Debit (Prepaid),5.02709E+15,Aug-21,52,YES,1,$86,Jun-19,2019,No
1275,1,Visa,Debit,4.94057E+15,Dec-14,702,YES,1,$18944,Nov-14,2014,No
1275,2,Visa,Debit,4.27646E+15,Aug-22,264,YES,1,$20962,Jan-05,2011,No
1275,3,Mastercard,Debit (Prepaid),5.27131E+15,Feb-16,888,YES,1,$86,Jun-04,2006,No
1276,0,Amex,Credit,3.60425E+14,Oct-21,352,NO,2,$6000,Dec-15,2015,No
1277,0,Amex,Credit,3.64279E+14,Feb-20,191,YES,1,$12500,Jun-16,2016,No
1278,0,Amex,Credit,3.64647E+14,Apr-20,223,YES,1,$17200,Oct-15,2015,No
1278,1,Mastercard,Debit,5.01258E+15,Jan-15,411,YES,1,$31163,Mar-14,2014,No
